pair_id,prompt_id,lambda_cka,effective_lambda_cka,rho,objective,source_weight,alpha,beta,reference_count,status,proxy_hits,proxy_denominator,proxy_hit_mask,proxy_gate_type,proxy_free_check_applicable,free_generation_hits,target_hits,target_denominator,target_hit_mask,target_hits_among_proxy_hits,proxy_hit_target_denominator,tasr_percent,untargeted_hits,proxy_min_margin,proxy_min_probability,cka_adv_source,cka_adv_reference,reference_cka_gain,source_cka_drop,grad_ml_l1,grad_cka_weighted_l1,grad_component_cosine,elapsed_seconds,error
P02,original,0.0,0.0,,cls_only,0.0,0.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,2,11.849932670593262,0.999992847442627,0.37979912757873535,0.2707187831401825,0.01791021227836609,0.6202008724212646,0.0,0.0,0.0,1381.5056075909524,
P02,original,1.0,106.41324615478516,0.3,semantic_only,0.0,0.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,0,4.644657611846924,0.9873620271682739,0.36128270626068115,0.23652514815330505,-0.016283422708511353,0.6387172937393188,0.010932045057415962,0.0032796135637909174,-0.05029309540987015,1408.1918861410231,
P02,original,1.0,8.640037536621094,0.3,target_cka_semantic,0.0,1.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,0,4.491049289703369,0.9853207468986511,0.4947066903114319,0.4669167697429657,0.2141081988811493,0.5052933096885681,0.010910222306847572,0.0032730670645833015,-0.1458514928817749,1407.8118829680025,
P02,original,1.0,9.09272575378418,0.3,target_cka_only,0.0,1.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,3,4.754947662353516,0.987890362739563,0.5019973516464233,0.47682929039001465,0.22402071952819824,0.49800264835357666,0.010962140746414661,0.00328864180482924,-0.15077099204063416,1421.411027271999,
P06,original,0.0,0.0,,cls_only,0.0,0.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",contrastive_closed_set,False,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,1,16.537975311279297,0.9999997615814209,0.11403866112232208,0.021987227723002434,-0.011835286393761635,0.8859613537788391,0.0,0.0,0.0,69.68135700904531,
P06,original,1.0,21.154361724853516,0.3,semantic_only,0.0,0.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",contrastive_closed_set,False,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,1,5.993925094604492,0.9968967437744141,0.10595346987247467,0.024631213396787643,-0.009191300719976425,0.8940465450286865,0.011866898275911808,0.003560069715604186,0.8350796699523926,137.56765275303042,
P06,original,1.0,20.07549476623535,0.3,target_cka_semantic,0.0,1.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",contrastive_closed_set,False,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,0,5.05351448059082,0.9925845265388489,0.15051907300949097,0.11174194514751434,0.07791943103075027,0.849480926990509,0.011866897344589233,0.0035600694827735424,0.8093035817146301,137.56171482097125,
P06,original,1.0,124.72826385498047,0.3,target_cka_only,0.0,1.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",contrastive_closed_set,False,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,0,4.181949615478516,0.9759949445724487,0.15099814534187317,0.15875238180160522,0.12492986768484116,0.8490018844604492,0.011866897344589233,0.003560068551450968,0.00023496709764003754,137.51923479198013,
P11,original,0.0,0.0,,cls_only,0.0,0.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",contrastive_closed_set,False,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,0,17.655824661254883,0.9999998807907104,0.3839449882507324,0.16136732697486877,-0.004201903939247131,0.6160550117492676,0.0,0.0,0.0,296.04871757299406,
P11,original,1.0,37.50823211669922,0.3,semantic_only,0.0,0.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",contrastive_closed_set,False,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,1,9.024008750915527,0.9997350573539734,0.3761415481567383,0.16320568323135376,-0.002363547682762146,0.6238584518432617,0.006221636198461056,0.0018664910458028316,0.16849285364151,579.7175792839844,
P11,original,1.0,34.76655578613281,0.3,target_cka_semantic,0.0,1.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",contrastive_closed_set,False,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,0,8.422042846679688,0.9995813965797424,0.4561559855937958,0.3062305152416229,0.14066128432750702,0.5438439846038818,0.006221636198461056,0.0018664910458028316,0.1386430710554123,581.2919978160062,
P11,original,1.0,95.32576751708984,0.3,target_cka_only,0.0,1.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",contrastive_closed_set,False,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,0,4.7253570556640625,0.9800130724906921,0.44610756635665894,0.3362739086151123,0.1707046777009964,0.5538924336433411,0.006221636198461056,0.0018664910458028316,-0.030587080866098404,581.7355630469974,
P14,original,0.0,0.0,,cls_only,0.0,0.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,4,10.437578201293945,0.9999394416809082,0.3587605953216553,0.28265735507011414,0.006410688161849976,0.6412394046783447,0.0,0.0,0.0,621.0356061790371,
P14,original,1.0,114.5645980834961,0.3,semantic_only,0.0,0.0,1.0,48,complete,7,8,"[True, True, True, True, True, True, True, False]",generative_strict,True,8,1,8,"[False, False, False, True, False, False, False, False]",1,7,12.5,6,2.8676156997680664,0.8586581349372864,0.3247222304344177,0.2775533199310303,0.0013066530227661133,0.6752777695655823,0.02142142876982689,0.006426428444683552,0.08994822949171066,651.8045585880172,
P14,original,1.0,31.705026626586914,0.3,target_cka_semantic,0.0,1.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,3,3.6604950428009033,0.9345394968986511,0.48131513595581055,0.4667980670928955,0.19055140018463135,0.5186848640441895,0.021445538848638535,0.006433661561459303,-0.1157032698392868,649.6716158300405,
P14,original,1.0,36.566654205322266,0.3,target_cka_only,0.0,1.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,5,3.6051175594329834,0.9410160779953003,0.48690325021743774,0.4798009395599365,0.20355427265167236,0.5130967497825623,0.02145305834710598,0.006435918156057596,-0.16853293776512146,649.7788867269992,
P16,original,0.0,0.0,,cls_only,0.0,0.0,0.0,48,complete,6,8,"[False, True, False, True, True, True, True, True]",generative_strict,True,6,0,8,"[False, False, False, False, False, False, False, False]",0,6,0.0,1,23.943172454833984,1.0,0.5940412282943726,0.2654975950717926,-0.0189877450466156,0.40595877170562744,0.0,0.0,0.0,347.77360557601787,
P16,original,1.0,256.45318603515625,0.3,semantic_only,0.0,0.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,3,6.547306060791016,0.9985539317131042,0.581331729888916,0.270382821559906,-0.014102518558502197,0.418668270111084,0.026711879298090935,0.00801356416195631,-0.18831202387809753,402.22221449704375,
P16,original,1.0,195.55203247070312,0.3,target_cka_semantic,0.0,1.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,0,4.394837379455566,0.9865173697471619,0.5390098094940186,0.5032667517662048,0.21878141164779663,0.46099019050598145,0.026753075420856476,0.008025922812521458,-0.08591975271701813,402.5767192589701,
P16,original,1.0,305.413330078125,0.3,target_cka_only,0.0,1.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,2,3.966346502304077,0.9761592745780945,0.5315888524055481,0.5098379254341125,0.22535258531570435,0.4684111475944519,0.026693308725953102,0.00800799299031496,0.1256871223449707,403.58814289799193,
P19,original,0.0,0.0,,cls_only,0.0,0.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,1,8,"[False, False, False, False, False, True, False, False]",1,8,12.5,5,24.34375,1.0,0.6160293817520142,0.33628058433532715,-0.041583746671676636,0.38397061824798584,0.0,0.0,0.0,1405.959544569021,
P19,original,1.0,617.9981689453125,0.3,semantic_only,0.0,0.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,4,8,"[True, True, False, True, False, True, False, False]",4,8,50.0,5,6.209686279296875,0.9979801774024963,0.587134838104248,0.3310660123825073,-0.04679831862449646,0.41286516189575195,0.05238933116197586,0.015716800466179848,0.03767244890332222,1721.9057765500038,
P19,original,1.0,313.73675537109375,0.3,target_cka_semantic,0.0,1.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,1,8,"[False, False, True, False, False, False, False, False]",1,8,12.5,3,4.937957286834717,0.9925782084465027,0.6303971409797668,0.592444121837616,0.21457979083061218,0.36960285902023315,0.052147574722766876,0.015644274652004242,-0.02585064247250557,1718.4854484379757,
P19,original,1.0,345.408447265625,0.3,target_cka_only,0.0,1.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,3,4.6325483322143555,0.9900394082069397,0.6150431632995605,0.603467583656311,0.22560325264930725,0.38495683670043945,0.052500929683446884,0.015750279650092125,-0.03869934007525444,1722.8059060659725,
P20,original,0.0,0.0,,cls_only,0.0,0.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,3,8,"[False, False, False, True, False, True, True, False]",3,8,37.5,8,12.092363357543945,0.9999943971633911,0.3487473130226135,0.25855720043182373,0.005748629570007324,0.6512526869773865,0.0,0.0,0.0,1378.4050150350085,
P20,original,1.0,106.88933563232422,0.3,semantic_only,0.0,0.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,5,8,"[True, False, False, True, False, True, True, True]",5,8,62.5,7,4.4946393966674805,0.9853945970535278,0.3630218803882599,0.24463075399398804,-0.00817781686782837,0.6369781494140625,0.010980954393744469,0.0032942863181233406,-0.05084320157766342,1400.1932280070032,
P20,original,1.0,8.654547691345215,0.3,target_cka_semantic,0.0,1.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,3,8,"[False, False, False, True, False, True, True, False]",3,8,37.5,7,4.634937763214111,0.9850417971611023,0.4913368225097656,0.46750617027282715,0.21469759941101074,0.5086631774902344,0.010928545147180557,0.0032785634975880384,-0.14889070391654968,1414.937988559017,
P20,original,1.0,9.098201751708984,0.3,target_cka_only,0.0,1.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,4,4.9403204917907715,0.9884196519851685,0.4991055130958557,0.4800278842449188,0.22721931338310242,0.5008944869041443,0.010968741960823536,0.0032906222622841597,-0.14705790579319,1418.1820456129499,
P21,original,0.0,0.0,,cls_only,0.0,0.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,3,19.649560928344727,1.0,0.5856961011886597,0.2683951258659363,-0.022700339555740356,0.41430389881134033,0.0,0.0,0.0,689.4412961659837,
P21,original,1.0,280.8330078125,0.3,semantic_only,0.0,0.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,3,7.836745262145996,0.9996028542518616,0.5806334018707275,0.27979576587677,-0.011299699544906616,0.41936659812927246,0.022649765014648438,0.0067949299700558186,0.13281072676181793,753.0465916849789,
P21,original,1.0,185.78004455566406,0.3,target_cka_semantic,0.0,1.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,2,6.087909698486328,0.9973854422569275,0.5326888561248779,0.52599036693573,0.23489490151405334,0.46731114387512207,0.022645022720098495,0.006793506909161806,0.07699601352214813,753.1176497419947,
P21,original,1.0,290.5873718261719,0.3,target_cka_only,0.0,1.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,2,5.132479190826416,0.9897053837776184,0.5243222713470459,0.5322163701057434,0.24112090468406677,0.4756777286529541,0.022630294784903526,0.00678908871486783,-0.04204636812210083,754.4883749090368,
P22,original,0.0,0.0,,cls_only,0.0,0.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,2,25.3515625,1.0,0.6584481000900269,0.3584764003753662,-0.03663444519042969,0.34155189990997314,0.0,0.0,0.0,1668.6138066750136,
P22,original,1.0,389.6515197753906,0.3,semantic_only,0.0,0.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,1,8,"[False, False, False, False, False, False, True, False]",1,8,12.5,7,6.951865196228027,0.999039351940155,0.6260502338409424,0.3519761562347412,-0.04313468933105469,0.3739497661590576,0.03057515062391758,0.009172544814646244,0.06505927443504333,1984.6689847669913,
P22,original,1.0,211.858154296875,0.3,target_cka_semantic,0.0,1.0,1.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,5,6.0,0.9949802756309509,0.6491765379905701,0.6022471785545349,0.207136332988739,0.35082346200942993,0.03055860847234726,0.009167583659291267,0.009479101747274399,1982.978996507998,
P22,original,1.0,240.67266845703125,0.3,target_cka_only,0.0,1.0,0.0,48,complete,8,8,"[True, True, True, True, True, True, True, True]",generative_strict,True,8,0,8,"[False, False, False, False, False, False, False, False]",0,8,0.0,2,6.442746162414551,0.9969210624694824,0.6332687139511108,0.6151081323623657,0.21999728679656982,0.36673128604888916,0.03054148331284523,0.009162445552647114,-0.02641030214726925,1984.684495089983,
